Causa de muerte;Sexo;Provincias;Periodo;Total
044  Diabetes mellitus;Hombres;36 Pontevedra;1992;48
044  Diabetes mellitus;Hombres;36 Pontevedra;1991;81
044  Diabetes mellitus;Hombres;36 Pontevedra;1990;76
044  Diabetes mellitus;Hombres;36 Pontevedra;1989;60
044  Diabetes mellitus;Hombres;36 Pontevedra;1988;49
044  Diabetes mellitus;Hombres;36 Pontevedra;1987;55
044  Diabetes mellitus;Hombres;36 Pontevedra;1986;71
044  Diabetes mellitus;Hombres;36 Pontevedra;1985;52
044  Diabetes mellitus;Hombres;36 Pontevedra;1984;46
044  Diabetes mellitus;Hombres;36 Pontevedra;1983;46
044  Diabetes mellitus;Hombres;36 Pontevedra;1982;45
044  Diabetes mellitus;Hombres;36 Pontevedra;1981;54
044  Diabetes mellitus;Hombres;36 Pontevedra;1980;25
044  Diabetes mellitus;Hombres;26 Rioja, La;2022;39
044  Diabetes mellitus;Hombres;26 Rioja, La;2021;33
044  Diabetes mellitus;Hombres;26 Rioja, La;2020;28
044  Diabetes mellitus;Hombres;26 Rioja, La;2019;33
044  Diabetes mellitus;Hombres;26 Rioja, La;2018;43
044  Diabetes mellitus;Hombres;26 Rioja, La;2017;28
044  Diabetes mellitus;Hombres;26 Rioja, La;2016;34
044  Diabetes mellitus;Hombres;26 Rioja, La;2015;30
044  Diabetes mellitus;Hombres;26 Rioja, La;2014;34
044  Diabetes mellitus;Hombres;26 Rioja, La;2013;30
044  Diabetes mellitus;Hombres;26 Rioja, La;2012;22
044  Diabetes mellitus;Hombres;26 Rioja, La;2011;23
044  Diabetes mellitus;Hombres;26 Rioja, La;2010;25
044  Diabetes mellitus;Hombres;26 Rioja, La;2009;33
044  Diabetes mellitus;Hombres;26 Rioja, La;2008;28
044  Diabetes mellitus;Hombres;26 Rioja, La;2007;27
044  Diabetes mellitus;Hombres;26 Rioja, La;2006;27
044  Diabetes mellitus;Hombres;26 Rioja, La;2005;26
044  Diabetes mellitus;Hombres;26 Rioja, La;2004;28
044  Diabetes mellitus;Hombres;26 Rioja, La;2003;26
044  Diabetes mellitus;Hombres;26 Rioja, La;2002;23
044  Diabetes mellitus;Hombres;26 Rioja, La;2001;27
044  Diabetes mellitus;Hombres;26 Rioja, La;2000;18
044  Diabetes mellitus;Hombres;26 Rioja, La;1999;23
044  Diabetes mellitus;Hombres;26 Rioja, La;1998;20
044  Diabetes mellitus;Hombres;26 Rioja, La;1997;26
044  Diabetes mellitus;Hombres;26 Rioja, La;1996;21
044  Diabetes mellitus;Hombres;26 Rioja, La;1995;23
044  Diabetes mellitus;Hombres;26 Rioja, La;1994;25
044  Diabetes mellitus;Hombres;26 Rioja, La;1993;17
044  Diabetes mellitus;Hombres;26 Rioja, La;1992;19
044  Diabetes mellitus;Hombres;26 Rioja, La;1991;14
044  Diabetes mellitus;Hombres;26 Rioja, La;1990;27
044  Diabetes mellitus;Hombres;26 Rioja, La;1989;11
044  Diabetes mellitus;Hombres;26 Rioja, La;1988;20
044  Diabetes mellitus;Hombres;26 Rioja, La;1987;17
044  Diabetes mellitus;Hombres;26 Rioja, La;1986;13
044  Diabetes mellitus;Hombres;26 Rioja, La;1985;24
044  Diabetes mellitus;Hombres;26 Rioja, La;1984;18
044  Diabetes mellitus;Hombres;26 Rioja, La;1983;18
044  Diabetes mellitus;Hombres;26 Rioja, La;1982;14
044  Diabetes mellitus;Hombres;26 Rioja, La;1981;8
044  Diabetes mellitus;Hombres;26 Rioja, La;1980;16
044  Diabetes mellitus;Hombres;37 Salamanca;2022;63
044  Diabetes mellitus;Hombres;37 Salamanca;2021;75
044  Diabetes mellitus;Hombres;37 Salamanca;2020;87
044  Diabetes mellitus;Hombres;37 Salamanca;2019;49
044  Diabetes mellitus;Hombres;37 Salamanca;2018;51
044  Diabetes mellitus;Hombres;37 Salamanca;2017;49
044  Diabetes mellitus;Hombres;37 Salamanca;2016;49
044  Diabetes mellitus;Hombres;37 Salamanca;2015;58
044  Diabetes mellitus;Hombres;37 Salamanca;2014;58
044  Diabetes mellitus;Hombres;37 Salamanca;2013;54
044  Diabetes mellitus;Hombres;37 Salamanca;2012;45
044  Diabetes mellitus;Hombres;37 Salamanca;2011;40
044  Diabetes mellitus;Hombres;37 Salamanca;2010;48
044  Diabetes mellitus;Hombres;37 Salamanca;2009;47
044  Diabetes mellitus;Hombres;37 Salamanca;2008;41
044  Diabetes mellitus;Hombres;37 Salamanca;2007;44
044  Diabetes mellitus;Hombres;37 Salamanca;2006;38
044  Diabetes mellitus;Hombres;37 Salamanca;2005;41
044  Diabetes mellitus;Hombres;37 Salamanca;2004;29
044  Diabetes mellitus;Hombres;37 Salamanca;2003;47
044  Diabetes mellitus;Hombres;37 Salamanca;2002;44
044  Diabetes mellitus;Hombres;37 Salamanca;2001;44
044  Diabetes mellitus;Hombres;37 Salamanca;2000;39
044  Diabetes mellitus;Hombres;37 Salamanca;1999;45
044  Diabetes mellitus;Hombres;37 Salamanca;1998;48
044  Diabetes mellitus;Hombres;37 Salamanca;1997;26
044  Diabetes mellitus;Hombres;37 Salamanca;1996;36
044  Diabetes mellitus;Hombres;37 Salamanca;1995;32
044  Diabetes mellitus;Hombres;37 Salamanca;1994;25
044  Diabetes mellitus;Hombres;37 Salamanca;1993;28
044  Diabetes mellitus;Hombres;37 Salamanca;1992;30
044  Diabetes mellitus;Hombres;37 Salamanca;1991;35
044  Diabetes mellitus;Hombres;37 Salamanca;1990;27
044  Diabetes mellitus;Hombres;37 Salamanca;1989;27
044  Diabetes mellitus;Hombres;37 Salamanca;1988;27
044  Diabetes mellitus;Hombres;37 Salamanca;1987;31
044  Diabetes mellitus;Hombres;37 Salamanca;1986;26
044  Diabetes mellitus;Hombres;37 Salamanca;1985;22
044  Diabetes mellitus;Hombres;37 Salamanca;1984;22
044  Diabetes mellitus;Hombres;37 Salamanca;1983;23
044  Diabetes mellitus;Hombres;37 Salamanca;1982;22
044  Diabetes mellitus;Hombres;37 Salamanca;1981;21
044  Diabetes mellitus;Hombres;37 Salamanca;1980;21
044  Diabetes mellitus;Hombres;38 Santa Cruz de Tenerife;2022;87
044  Diabetes mellitus;Hombres;38 Santa Cruz de Tenerife;2021;81
044  Diabetes mellitus;Hombres;38 Santa Cruz de Tenerife;2020;98
044  Diabetes mellitus;Hombres;38 Santa Cruz de Tenerife;2019;84
044  Diabetes mellitus;Hombres;38 Santa Cruz de Tenerife;2018;100
044  Diabetes mellitus;Hombres;38 Santa Cruz de Tenerife;2017;95
044  Diabetes mellitus;Hombres;38 Santa Cruz de Tenerife;2016;115
044  Diabetes mellitus;Hombres;38 Santa Cruz de Tenerife;2015;152
044  Diabetes mellitus;Hombres;38 Santa Cruz de Tenerife;2014;221
044  Diabetes mellitus;Hombres;38 Santa Cruz de Tenerife;2013;240
044  Diabetes mellitus;Hombres;38 Santa Cruz de Tenerife;2012;228
044  Diabetes mellitus;Hombres;38 Santa Cruz de Tenerife;2011;265
044  Diabetes mellitus;Hombres;38 Santa Cruz de Tenerife;2010;194
044  Diabetes mellitus;Hombres;38 Santa Cruz de Tenerife;2009;172
044  Diabetes mellitus;Hombres;38 Santa Cruz de Tenerife;2008;209
044  Diabetes mellitus;Hombres;38 Santa Cruz de Tenerife;2007;200
044  Diabetes mellitus;Hombres;38 Santa Cruz de Tenerife;2006;140
044  Diabetes mellitus;Hombres;38 Santa Cruz de Tenerife;2005;140
044  Diabetes mellitus;Hombres;38 Santa Cruz de Tenerife;2004;131
044  Diabetes mellitus;Hombres;38 Santa Cruz de Tenerife;2003;135
044  Diabetes mellitus;Hombres;38 Santa Cruz de Tenerife;2002;117
044  Diabetes mellitus;Hombres;38 Santa Cruz de Tenerife;2001;118
044  Diabetes mellitus;Hombres;38 Santa Cruz de Tenerife;2000;104
044  Diabetes mellitus;Hombres;38 Santa Cruz de Tenerife;1999;89
044  Diabetes mellitus;Hombres;38 Santa Cruz de Tenerife;1998;104
044  Diabetes mellitus;Hombres;38 Santa Cruz de Tenerife;1997;96
044  Diabetes mellitus;Hombres;38 Santa Cruz de Tenerife;1996;111
044  Diabetes mellitus;Hombres;38 Santa Cruz de Tenerife;1995;106
044  Diabetes mellitus;Hombres;38 Santa Cruz de Tenerife;1994;98
044  Diabetes mellitus;Hombres;38 Santa Cruz de Tenerife;1993;103
044  Diabetes mellitus;Hombres;38 Santa Cruz de Tenerife;1992;83
044  Diabetes mellitus;Hombres;38 Santa Cruz de Tenerife;1991;93
044  Diabetes mellitus;Hombres;38 Santa Cruz de Tenerife;1990;77
044  Diabetes mellitus;Hombres;38 Santa Cruz de Tenerife;1989;82
044  Diabetes mellitus;Hombres;38 Santa Cruz de Tenerife;1988;99
044  Diabetes mellitus;Hombres;38 Santa Cruz de Tenerife;1987;83
044  Diabetes mellitus;Hombres;38 Santa Cruz de Tenerife;1986;92
044  Diabetes mellitus;Hombres;38 Santa Cruz de Tenerife;1985;73
044  Diabetes mellitus;Hombres;38 Santa Cruz de Tenerife;1984;87
044  Diabetes mellitus;Hombres;38 Santa Cruz de Tenerife;1983;92
044  Diabetes mellitus;Hombres;38 Santa Cruz de Tenerife;1982;76
044  Diabetes mellitus;Hombres;38 Santa Cruz de Tenerife;1981;65
044  Diabetes mellitus;Hombres;38 Santa Cruz de Tenerife;1980;57
044  Diabetes mellitus;Hombres;40 Segovia;2022;20
044  Diabetes mellitus;Hombres;40 Segovia;2021;32
044  Diabetes mellitus;Hombres;40 Segovia;2020;22
044  Diabetes mellitus;Hombres;40 Segovia;2019;21
044  Diabetes mellitus;Hombres;40 Segovia;2018;27
044  Diabetes mellitus;Hombres;40 Segovia;2017;22
044  Diabetes mellitus;Hombres;40 Segovia;2016;29
044  Diabetes mellitus;Hombres;40 Segovia;2015;20
044  Diabetes mellitus;Hombres;40 Segovia;2014;25
044  Diabetes mellitus;Hombres;40 Segovia;2013;20
044  Diabetes mellitus;Hombres;40 Segovia;2012;23
044  Diabetes mellitus;Hombres;40 Segovia;2011;27
044  Diabetes mellitus;Hombres;40 Segovia;2010;15
044  Diabetes mellitus;Hombres;40 Segovia;2009;14
044  Diabetes mellitus;Hombres;40 Segovia;2008;11
044  Diabetes mellitus;Hombres;40 Segovia;2007;17
044  Diabetes mellitus;Hombres;40 Segovia;2006;15
044  Diabetes mellitus;Hombres;40 Segovia;2005;10
044  Diabetes mellitus;Hombres;40 Segovia;2004;15
044  Diabetes mellitus;Hombres;40 Segovia;2003;15
044  Diabetes mellitus;Hombres;40 Segovia;2002;12
044  Diabetes mellitus;Hombres;40 Segovia;2001;19
044  Diabetes mellitus;Hombres;40 Segovia;2000;8
044  Diabetes mellitus;Hombres;40 Segovia;1999;18
044  Diabetes mellitus;Hombres;40 Segovia;1998;7
044  Diabetes mellitus;Hombres;40 Segovia;1997;12
044  Diabetes mellitus;Hombres;40 Segovia;1996;8
044  Diabetes mellitus;Hombres;40 Segovia;1995;9
044  Diabetes mellitus;Hombres;40 Segovia;1994;9
044  Diabetes mellitus;Hombres;40 Segovia;1993;9
044  Diabetes mellitus;Hombres;40 Segovia;1992;11
044  Diabetes mellitus;Hombres;40 Segovia;1991;13
044  Diabetes mellitus;Hombres;40 Segovia;1990;12
044  Diabetes mellitus;Hombres;40 Segovia;1989;16
044  Diabetes mellitus;Hombres;40 Segovia;1988;5
044  Diabetes mellitus;Hombres;40 Segovia;1987;9
044  Diabetes mellitus;Hombres;40 Segovia;1986;8
044  Diabetes mellitus;Hombres;40 Segovia;1985;13
044  Diabetes mellitus;Hombres;40 Segovia;1984;10
044  Diabetes mellitus;Hombres;40 Segovia;1983;6
044  Diabetes mellitus;Hombres;40 Segovia;1982;3
044  Diabetes mellitus;Hombres;40 Segovia;1981;12
044  Diabetes mellitus;Hombres;40 Segovia;1980;6
044  Diabetes mellitus;Hombres;41 Sevilla;2022;174
044  Diabetes mellitus;Hombres;41 Sevilla;2021;211
044  Diabetes mellitus;Hombres;41 Sevilla;2020;153
044  Diabetes mellitus;Hombres;41 Sevilla;2019;141
044  Diabetes mellitus;Hombres;41 Sevilla;2018;96
044  Diabetes mellitus;Hombres;41 Sevilla;2017;118
044  Diabetes mellitus;Hombres;41 Sevilla;2016;102
044  Diabetes mellitus;Hombres;41 Sevilla;2015;125
044  Diabetes mellitus;Hombres;41 Sevilla;2014;90
044  Diabetes mellitus;Hombres;41 Sevilla;2013;88
044  Diabetes mellitus;Hombres;41 Sevilla;2012;113
044  Diabetes mellitus;Hombres;41 Sevilla;2011;85
044  Diabetes mellitus;Hombres;41 Sevilla;2010;158
044  Diabetes mellitus;Hombres;41 Sevilla;2009;153
044  Diabetes mellitus;Hombres;41 Sevilla;2008;147
044  Diabetes mellitus;Hombres;41 Sevilla;2007;142
044  Diabetes mellitus;Hombres;41 Sevilla;2006;148
044  Diabetes mellitus;Hombres;41 Sevilla;2005;129
044  Diabetes mellitus;Hombres;41 Sevilla;2004;123
044  Diabetes mellitus;Hombres;41 Sevilla;2003;151
044  Diabetes mellitus;Hombres;41 Sevilla;2002;165
044  Diabetes mellitus;Hombres;41 Sevilla;2001;148
044  Diabetes mellitus;Hombres;41 Sevilla;2000;136
044  Diabetes mellitus;Hombres;41 Sevilla;1999;144
044  Diabetes mellitus;Hombres;41 Sevilla;1998;149
044  Diabetes mellitus;Hombres;41 Sevilla;1997;131
044  Diabetes mellitus;Hombres;41 Sevilla;1996;137
044  Diabetes mellitus;Hombres;41 Sevilla;1995;134
044  Diabetes mellitus;Hombres;41 Sevilla;1994;126
044  Diabetes mellitus;Hombres;41 Sevilla;1993;137
044  Diabetes mellitus;Hombres;41 Sevilla;1992;144
044  Diabetes mellitus;Hombres;41 Sevilla;1991;128
044  Diabetes mellitus;Hombres;41 Sevilla;1990;177
044  Diabetes mellitus;Hombres;41 Sevilla;1989;168
044  Diabetes mellitus;Hombres;41 Sevilla;1988;136
044  Diabetes mellitus;Hombres;41 Sevilla;1987;172
044  Diabetes mellitus;Hombres;41 Sevilla;1986;161
044  Diabetes mellitus;Hombres;41 Sevilla;1985;133
044  Diabetes mellitus;Hombres;41 Sevilla;1984;167
044  Diabetes mellitus;Hombres;41 Sevilla;1983;151
044  Diabetes mellitus;Hombres;41 Sevilla;1982;139
044  Diabetes mellitus;Hombres;41 Sevilla;1981;126
044  Diabetes mellitus;Hombres;41 Sevilla;1980;133
044  Diabetes mellitus;Hombres;42 Soria;2022;18
044  Diabetes mellitus;Hombres;42 Soria;2021;16
044  Diabetes mellitus;Hombres;42 Soria;2020;14
044  Diabetes mellitus;Hombres;42 Soria;2019;15
044  Diabetes mellitus;Hombres;42 Soria;2018;17
044  Diabetes mellitus;Hombres;42 Soria;2017;10
044  Diabetes mellitus;Hombres;42 Soria;2016;15
044  Diabetes mellitus;Hombres;42 Soria;2015;18
044  Diabetes mellitus;Hombres;42 Soria;2014;12
044  Diabetes mellitus;Hombres;42 Soria;2013;16
044  Diabetes mellitus;Hombres;42 Soria;2012;19
044  Diabetes mellitus;Hombres;42 Soria;2011;13
044  Diabetes mellitus;Hombres;42 Soria;2010;14
044  Diabetes mellitus;Hombres;42 Soria;2009;9
044  Diabetes mellitus;Hombres;42 Soria;2008;12
044  Diabetes mellitus;Hombres;42 Soria;2007;14
044  Diabetes mellitus;Hombres;42 Soria;2006;10
044  Diabetes mellitus;Hombres;42 Soria;2005;20
044  Diabetes mellitus;Hombres;42 Soria;2004;12
044  Diabetes mellitus;Hombres;42 Soria;2003;10
044  Diabetes mellitus;Hombres;42 Soria;2002;15
044  Diabetes mellitus;Hombres;42 Soria;2001;15
044  Diabetes mellitus;Hombres;42 Soria;2000;8
044  Diabetes mellitus;Hombres;42 Soria;1999;15
044  Diabetes mellitus;Hombres;42 Soria;1998;10
044  Diabetes mellitus;Hombres;42 Soria;1997;4
044  Diabetes mellitus;Hombres;42 Soria;1996;5
044  Diabetes mellitus;Hombres;42 Soria;1995;11
044  Diabetes mellitus;Hombres;42 Soria;1994;5
044  Diabetes mellitus;Hombres;42 Soria;1993;7
044  Diabetes mellitus;Hombres;42 Soria;1992;6
044  Diabetes mellitus;Hombres;42 Soria;1991;8
044  Diabetes mellitus;Hombres;42 Soria;1990;6
044  Diabetes mellitus;Hombres;42 Soria;1989;10
044  Diabetes mellitus;Hombres;42 Soria;1988;6
044  Diabetes mellitus;Hombres;42 Soria;1987;6
044  Diabetes mellitus;Hombres;42 Soria;1986;4
044  Diabetes mellitus;Hombres;42 Soria;1985;5
044  Diabetes mellitus;Hombres;42 Soria;1984;5
044  Diabetes mellitus;Hombres;42 Soria;1983;3
044  Diabetes mellitus;Hombres;42 Soria;1982;6
044  Diabetes mellitus;Hombres;42 Soria;1981;3
044  Diabetes mellitus;Hombres;42 Soria;1980;5
044  Diabetes mellitus;Hombres;43 Tarragona;2022;86
044  Diabetes mellitus;Hombres;43 Tarragona;2021;112
044  Diabetes mellitus;Hombres;43 Tarragona;2020;126
044  Diabetes mellitus;Hombres;43 Tarragona;2019;112
044  Diabetes mellitus;Hombres;43 Tarragona;2018;85
044  Diabetes mellitus;Hombres;43 Tarragona;2017;102
044  Diabetes mellitus;Hombres;43 Tarragona;2016;99
044  Diabetes mellitus;Hombres;43 Tarragona;2015;73
044  Diabetes mellitus;Hombres;43 Tarragona;2014;75
044  Diabetes mellitus;Hombres;43 Tarragona;2013;69
044  Diabetes mellitus;Hombres;43 Tarragona;2012;73
044  Diabetes mellitus;Hombres;43 Tarragona;2011;116
044  Diabetes mellitus;Hombres;43 Tarragona;2010;87
044  Diabetes mellitus;Hombres;43 Tarragona;2009;79
044  Diabetes mellitus;Hombres;43 Tarragona;2008;97
044  Diabetes mellitus;Hombres;43 Tarragona;2007;69
044  Diabetes mellitus;Hombres;43 Tarragona;2006;62
044  Diabetes mellitus;Hombres;43 Tarragona;2005;78
044  Diabetes mellitus;Hombres;43 Tarragona;2004;63
044  Diabetes mellitus;Hombres;43 Tarragona;2003;64
044  Diabetes mellitus;Hombres;43 Tarragona;2002;68
044  Diabetes mellitus;Hombres;43 Tarragona;2001;60
044  Diabetes mellitus;Hombres;43 Tarragona;2000;60
044  Diabetes mellitus;Hombres;43 Tarragona;1999;67
044  Diabetes mellitus;Hombres;43 Tarragona;1998;42
044  Diabetes mellitus;Hombres;43 Tarragona;1997;47
044  Diabetes mellitus;Hombres;43 Tarragona;1996;44
044  Diabetes mellitus;Hombres;43 Tarragona;1995;51
044  Diabetes mellitus;Hombres;43 Tarragona;1994;46
044  Diabetes mellitus;Hombres;43 Tarragona;1993;49
044  Diabetes mellitus;Hombres;43 Tarragona;1992;46
044  Diabetes mellitus;Hombres;43 Tarragona;1991;45
044  Diabetes mellitus;Hombres;43 Tarragona;1990;56
044  Diabetes mellitus;Hombres;43 Tarragona;1989;60
044  Diabetes mellitus;Hombres;43 Tarragona;1988;54
044  Diabetes mellitus;Hombres;43 Tarragona;1987;51
044  Diabetes mellitus;Hombres;43 Tarragona;1986;36
044  Diabetes mellitus;Hombres;43 Tarragona;1985;53
044  Diabetes mellitus;Hombres;43 Tarragona;1984;47
044  Diabetes mellitus;Hombres;43 Tarragona;1983;38
044  Diabetes mellitus;Hombres;43 Tarragona;1982;26
044  Diabetes mellitus;Hombres;43 Tarragona;1981;47
044  Diabetes mellitus;Hombres;43 Tarragona;1980;43
044  Diabetes mellitus;Hombres;44 Teruel;2022;23
044  Diabetes mellitus;Hombres;44 Teruel;2021;27
044  Diabetes mellitus;Hombres;44 Teruel;2020;23
044  Diabetes mellitus;Hombres;44 Teruel;2019;30
044  Diabetes mellitus;Hombres;44 Teruel;2018;26
044  Diabetes mellitus;Hombres;44 Teruel;2017;23
044  Diabetes mellitus;Hombres;44 Teruel;2016;20
044  Diabetes mellitus;Hombres;44 Teruel;2015;21
044  Diabetes mellitus;Hombres;44 Teruel;2014;22
044  Diabetes mellitus;Hombres;44 Teruel;2013;32
044  Diabetes mellitus;Hombres;44 Teruel;2012;18
044  Diabetes mellitus;Hombres;44 Teruel;2011;27
044  Diabetes mellitus;Hombres;44 Teruel;2010;12
044  Diabetes mellitus;Hombres;44 Teruel;2009;18
044  Diabetes mellitus;Hombres;44 Teruel;2008;19
044  Diabetes mellitus;Hombres;44 Teruel;2007;20
044  Diabetes mellitus;Hombres;44 Teruel;2006;16
044  Diabetes mellitus;Hombres;44 Teruel;2005;16
044  Diabetes mellitus;Hombres;44 Teruel;2004;17
044  Diabetes mellitus;Hombres;44 Teruel;2003;14
044  Diabetes mellitus;Hombres;44 Teruel;2002;18
044  Diabetes mellitus;Hombres;44 Teruel;2001;16
044  Diabetes mellitus;Hombres;44 Teruel;2000;17
044  Diabetes mellitus;Hombres;44 Teruel;1999;23
044  Diabetes mellitus;Hombres;44 Teruel;1998;18
044  Diabetes mellitus;Hombres;44 Teruel;1997;13
044  Diabetes mellitus;Hombres;44 Teruel;1996;14
044  Diabetes mellitus;Hombres;44 Teruel;1995;20
044  Diabetes mellitus;Hombres;44 Teruel;1994;21
044  Diabetes mellitus;Hombres;44 Teruel;1993;17
044  Diabetes mellitus;Hombres;44 Teruel;1992;10
044  Diabetes mellitus;Hombres;44 Teruel;1991;10
044  Diabetes mellitus;Hombres;44 Teruel;1990;14
044  Diabetes mellitus;Hombres;44 Teruel;1989;8
044  Diabetes mellitus;Hombres;44 Teruel;1988;15
044  Diabetes mellitus;Hombres;44 Teruel;1987;11
044  Diabetes mellitus;Hombres;44 Teruel;1986;12
044  Diabetes mellitus;Hombres;44 Teruel;1985;16
044  Diabetes mellitus;Hombres;44 Teruel;1984;12
044  Diabetes mellitus;Hombres;44 Teruel;1983;15
044  Diabetes mellitus;Hombres;44 Teruel;1982;9
044  Diabetes mellitus;Hombres;44 Teruel;1981;12
044  Diabetes mellitus;Hombres;44 Teruel;1980;9
044  Diabetes mellitus;Hombres;45 Toledo;2022;62
044  Diabetes mellitus;Hombres;45 Toledo;2021;53
044  Diabetes mellitus;Hombres;45 Toledo;2020;70
044  Diabetes mellitus;Hombres;45 Toledo;2019;63
044  Diabetes mellitus;Hombres;45 Toledo;2018;74
044  Diabetes mellitus;Hombres;45 Toledo;2017;78
044  Diabetes mellitus;Hombres;45 Toledo;2016;74
044  Diabetes mellitus;Hombres;45 Toledo;2015;70
044  Diabetes mellitus;Hombres;45 Toledo;2014;48
044  Diabetes mellitus;Hombres;45 Toledo;2013;79
044  Diabetes mellitus;Hombres;45 Toledo;2012;78
044  Diabetes mellitus;Hombres;45 Toledo;2011;58
044  Diabetes mellitus;Hombres;45 Toledo;2010;58
044  Diabetes mellitus;Hombres;45 Toledo;2009;73
044  Diabetes mellitus;Hombres;45 Toledo;2008;73
044  Diabetes mellitus;Hombres;45 Toledo;2007;65
044  Diabetes mellitus;Hombres;45 Toledo;2006;46
044  Diabetes mellitus;Hombres;45 Toledo;2005;66
044  Diabetes mellitus;Hombres;45 Toledo;2004;58
044  Diabetes mellitus;Hombres;45 Toledo;2003;60
044  Diabetes mellitus;Hombres;45 Toledo;2002;49
044  Diabetes mellitus;Hombres;45 Toledo;2001;64
044  Diabetes mellitus;Hombres;45 Toledo;2000;45
044  Diabetes mellitus;Hombres;45 Toledo;1999;60
044  Diabetes mellitus;Hombres;45 Toledo;1998;60
044  Diabetes mellitus;Hombres;45 Toledo;1997;55
044  Diabetes mellitus;Hombres;45 Toledo;1996;59
044  Diabetes mellitus;Hombres;45 Toledo;1995;50
044  Diabetes mellitus;Hombres;45 Toledo;1994;47
044  Diabetes mellitus;Hombres;45 Toledo;1993;36
044  Diabetes mellitus;Hombres;45 Toledo;1992;46
044  Diabetes mellitus;Hombres;45 Toledo;1991;32
044  Diabetes mellitus;Hombres;45 Toledo;1990;26
044  Diabetes mellitus;Hombres;45 Toledo;1989;39
044  Diabetes mellitus;Hombres;45 Toledo;1988;36
044  Diabetes mellitus;Hombres;45 Toledo;1987;30
044  Diabetes mellitus;Hombres;45 Toledo;1986;29
044  Diabetes mellitus;Hombres;45 Toledo;1985;28
044  Diabetes mellitus;Hombres;45 Toledo;1984;46
044  Diabetes mellitus;Hombres;45 Toledo;1983;23
044  Diabetes mellitus;Hombres;45 Toledo;1982;17
044  Diabetes mellitus;Hombres;45 Toledo;1981;30
044  Diabetes mellitus;Hombres;45 Toledo;1980;26
044  Diabetes mellitus;Hombres;46 Valencia/València;2022;370
044  Diabetes mellitus;Hombres;46 Valencia/València;2021;354
044  Diabetes mellitus;Hombres;46 Valencia/València;2020;392
044  Diabetes mellitus;Hombres;46 Valencia/València;2019;364
044  Diabetes mellitus;Hombres;46 Valencia/València;2018;357
044  Diabetes mellitus;Hombres;46 Valencia/València;2017;253
044  Diabetes mellitus;Hombres;46 Valencia/València;2016;219
044  Diabetes mellitus;Hombres;46 Valencia/València;2015;213
044  Diabetes mellitus;Hombres;46 Valencia/València;2014;218
044  Diabetes mellitus;Hombres;46 Valencia/València;2013;220
044  Diabetes mellitus;Hombres;46 Valencia/València;2012;221
044  Diabetes mellitus;Hombres;46 Valencia/València;2011;240
044  Diabetes mellitus;Hombres;46 Valencia/València;2010;212
044  Diabetes mellitus;Hombres;46 Valencia/València;2009;274
044  Diabetes mellitus;Hombres;46 Valencia/València;2008;247
044  Diabetes mellitus;Hombres;46 Valencia/València;2007;268
044  Diabetes mellitus;Hombres;46 Valencia/València;2006;245
044  Diabetes mellitus;Hombres;46 Valencia/València;2005;277
044  Diabetes mellitus;Hombres;46 Valencia/València;2004;267
044  Diabetes mellitus;Hombres;46 Valencia/València;2003;264
044  Diabetes mellitus;Hombres;46 Valencia/València;2002;241
044  Diabetes mellitus;Hombres;46 Valencia/València;2001;232
044  Diabetes mellitus;Hombres;46 Valencia/València;2000;203
044  Diabetes mellitus;Hombres;46 Valencia/València;1999;212
044  Diabetes mellitus;Hombres;46 Valencia/València;1998;255
044  Diabetes mellitus;Hombres;46 Valencia/València;1997;213
044  Diabetes mellitus;Hombres;46 Valencia/València;1996;215
044  Diabetes mellitus;Hombres;46 Valencia/València;1995;234
044  Diabetes mellitus;Hombres;46 Valencia/València;1994;219
044  Diabetes mellitus;Hombres;46 Valencia/València;1993;213
044  Diabetes mellitus;Hombres;46 Valencia/València;1992;224
044  Diabetes mellitus;Hombres;46 Valencia/València;1991;201
044  Diabetes mellitus;Hombres;46 Valencia/València;1990;211
044  Diabetes mellitus;Hombres;46 Valencia/València;1989;195
044  Diabetes mellitus;Hombres;46 Valencia/València;1988;196
044  Diabetes mellitus;Hombres;46 Valencia/València;1987;190
044  Diabetes mellitus;Hombres;46 Valencia/València;1986;211
044  Diabetes mellitus;Hombres;46 Valencia/València;1985;160
044  Diabetes mellitus;Hombres;46 Valencia/València;1984;152
044  Diabetes mellitus;Hombres;46 Valencia/València;1983;145
044  Diabetes mellitus;Hombres;46 Valencia/València;1982;166
044  Diabetes mellitus;Hombres;46 Valencia/València;1981;145
044  Diabetes mellitus;Hombres;46 Valencia/València;1980;164
044  Diabetes mellitus;Hombres;47 Valladolid;2022;78
044  Diabetes mellitus;Hombres;47 Valladolid;2021;74
044  Diabetes mellitus;Hombres;47 Valladolid;2020;63
044  Diabetes mellitus;Hombres;47 Valladolid;2019;65
044  Diabetes mellitus;Hombres;47 Valladolid;2018;46
044  Diabetes mellitus;Hombres;47 Valladolid;2017;54
044  Diabetes mellitus;Hombres;47 Valladolid;2016;62
044  Diabetes mellitus;Hombres;47 Valladolid;2015;57
044  Diabetes mellitus;Hombres;47 Valladolid;2014;52
044  Diabetes mellitus;Hombres;47 Valladolid;2013;49
044  Diabetes mellitus;Hombres;47 Valladolid;2012;58
044  Diabetes mellitus;Hombres;47 Valladolid;2011;58
044  Diabetes mellitus;Hombres;47 Valladolid;2010;47
044  Diabetes mellitus;Hombres;47 Valladolid;2009;41
044  Diabetes mellitus;Hombres;47 Valladolid;2008;47
